age, education, marital, race, occupation 
<38,  HS-grad, *, *,  Farming-fishing
<28,  HS-grad, *, *,  Craft-repair
<48,  Some-college, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Craft-repair
>=58,  HS-grad, *, *,  Adm-clerical
<58,  Bachelors, *, *,  Sales
<28,  Some-college, *, *,  Sales
<38,  Bachelors, *, *,  Farming-fishing
<38,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Handlers-cleaners
<38,  HS-grad, *, *,  Sales
<58,  11th, *, *,  Craft-repair
<28,  Some-college, *, *,  Adm-clerical
<38,  HS-grad, *, *,  Craft-repair
>=58,  Some-college, *, *,  Sales
<38,  HS-grad, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Adm-clerical
<38,  Masters, *, *,  Exec-managerial
<28,  9th, *, *,  Handlers-cleaners
<48,  Some-college, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Farming-fishing
<38,  Some-college, *, *,  Adm-clerical
<28,  Bachelors, *, *,  Other-service
>=58,  11th, *, *,  Craft-repair
<48,  Some-college, *, *,  Handlers-cleaners
<38,  Some-college, *, *,  Craft-repair
<48,  Masters, *, *,  Exec-managerial
<28,  Some-college, *, *,  Prof-specialty
>=58,  Some-college, *, *,  Sales
<58,  Assoc-voc, *, *,  Exec-managerial
<38,  10th, *, *,  Farming-fishing
<38,  Bachelors, *, *,  Sales
<48,  11th, *, *,  Transport-moving
<48,  Bachelors, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Machine-op-inspct
<48,  HS-grad, *, *,  Handlers-cleaners
>=58,  HS-grad, *, *,  ?
<38,  7th-8th, *, *,  Machine-op-inspct
<58,  7th-8th, *, *,  Craft-repair
<48,  Some-college, *, *,  Other-service
<38,  Some-college, *, *,  Sales
<28,  Assoc-acdm, *, *,  Adm-clerical
<28,  Some-college, *, *,  ?
<38,  Assoc-voc, *, *,  Tech-support
<58,  Some-college, *, *,  Tech-support
<28,  HS-grad, *, *,  Craft-repair
<38,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Sales
<38,  Masters, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Prof-specialty
>=58,  Doctorate, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Handlers-cleaners
<38,  HS-grad, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Adm-clerical
<58,  Bachelors, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Farming-fishing
<58,  Some-college, *, *,  Exec-managerial
<58,  Doctorate, *, *,  Prof-specialty
<58,  Prof-school, *, *,  Craft-repair
<58,  Bachelors, *, *,  Craft-repair
<48,  10th, *, *,  Craft-repair
<28,  HS-grad, *, *,  Sales
<48,  HS-grad, *, *,  Craft-repair
<38,  HS-grad, *, *,  Machine-op-inspct
<48,  Prof-school, *, *,  Prof-specialty
<28,  Some-college, *, *,  Other-service
<38,  Masters, *, *,  Exec-managerial
>=58,  HS-grad, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Craft-repair
<48,  HS-grad, *, *,  ?
<38,  HS-grad, *, *,  Adm-clerical
>=58,  Masters, *, *,  Sales
>=58,  Bachelors, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Adm-clerical
<48,  12th, *, *,  Craft-repair
<48,  Some-college, *, *,  Sales
<58,  Prof-school, *, *,  Exec-managerial
<28,  Bachelors, *, *,  Prof-specialty
<48,  Assoc-voc, *, *,  ?
<28,  Some-college, *, *,  Adm-clerical
<28,  HS-grad, *, *,  Handlers-cleaners
>=58,  5th-6th, *, *,  Transport-moving
<58,  Some-college, *, *,  Adm-clerical
<38,  Bachelors, *, *,  Sales
<58,  Some-college, *, *,  Farming-fishing
<48,  Assoc-acdm, *, *,  Exec-managerial
<58,  Prof-school, *, *,  Transport-moving
<58,  Bachelors, *, *,  Sales
<38,  Some-college, *, *,  Transport-moving
<38,  HS-grad, *, *,  Handlers-cleaners
<48,  HS-grad, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Machine-op-inspct
>=58,  HS-grad, *, *,  Sales
>=58,  10th, *, *,  Exec-managerial
<38,  Some-college, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Transport-moving
<28,  Some-college, *, *,  Other-service
<48,  Assoc-acdm, *, *,  Prof-specialty
<48,  Some-college, *, *,  Craft-repair
<38,  HS-grad, *, *,  Handlers-cleaners
<48,  HS-grad, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  ?
<28,  Some-college, *, *,  Transport-moving
<48,  Bachelors, *, *,  Adm-clerical
<38,  Some-college, *, *,  Exec-managerial
<58,  11th, *, *,  Other-service
<28,  HS-grad, *, *,  Exec-managerial
<38,  Some-college, *, *,  Exec-managerial
<38,  HS-grad, *, *,  ?
<28,  HS-grad, *, *,  Craft-repair
<28,  Some-college, *, *,  Sales
<28,  Some-college, *, *,  Sales
<38,  Bachelors, *, *,  Sales
<48,  Masters, *, *,  Exec-managerial
<28,  Some-college, *, *,  Other-service
<38,  Bachelors, *, *,  Exec-managerial
<48,  Prof-school, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Machine-op-inspct
>=58,  Some-college, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Craft-repair
<28,  Some-college, *, *,  Handlers-cleaners
<28,  Some-college, *, *,  Farming-fishing
<48,  HS-grad, *, *,  Machine-op-inspct
<48,  HS-grad, *, *,  Adm-clerical
<28,  Some-college, *, *,  ?
<58,  Bachelors, *, *,  Sales
<48,  Some-college, *, *,  Adm-clerical
<58,  Prof-school, *, *,  Tech-support
>=58,  9th, *, *,  Farming-fishing
<58,  Bachelors, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Prof-specialty
<58,  Bachelors, *, *,  Exec-managerial
<28,  HS-grad, *, *,  ?
<28,  Bachelors, *, *,  Prof-specialty
<48,  Some-college, *, *,  Prof-specialty
<28,  12th, *, *,  Sales
<48,  HS-grad, *, *,  Machine-op-inspct
>=58,  HS-grad, *, *,  Farming-fishing
<28,  Some-college, *, *,  Machine-op-inspct
<28,  Some-college, *, *,  Other-service
<38,  Some-college, *, *,  Sales
<48,  Prof-school, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Exec-managerial
>=58,  Doctorate, *, *,  Prof-specialty
<38,  Some-college, *, *,  Exec-managerial
<28,  Some-college, *, *,  Sales
<28,  Bachelors, *, *,  Prof-specialty
<48,  Doctorate, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Exec-managerial
<28,  Some-college, *, *,  Other-service
<38,  Some-college, *, *,  Tech-support
<58,  Bachelors, *, *,  Sales
<28,  Assoc-acdm, *, *,  Farming-fishing
<28,  5th-6th, *, *,  Farming-fishing
<38,  Bachelors, *, *,  ?
<58,  Some-college, *, *,  Adm-clerical
<28,  Some-college, *, *,  Craft-repair
<28,  HS-grad, *, *,  Adm-clerical
<48,  Assoc-voc, *, *,  Adm-clerical
<28,  Some-college, *, *,  Adm-clerical
<58,  Masters, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Adm-clerical
<28,  Bachelors, *, *,  Exec-managerial
<28,  Some-college, *, *,  Machine-op-inspct
>=58,  Assoc-acdm, *, *,  Prof-specialty
<48,  11th, *, *,  Other-service
<28,  Some-college, *, *,  ?
<48,  Some-college, *, *,  Transport-moving
<48,  HS-grad, *, *,  Craft-repair
<58,  Bachelors, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  Transport-moving
<48,  Some-college, *, *,  Farming-fishing
<58,  10th, *, *,  Sales
<38,  HS-grad, *, *,  Adm-clerical
<28,  Some-college, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Craft-repair
<28,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Craft-repair
<38,  Masters, *, *,  Exec-managerial
<48,  Bachelors, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Sales
<38,  10th, *, *,  ?
<28,  Bachelors, *, *,  Prof-specialty
<48,  Some-college, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Handlers-cleaners
<28,  Bachelors, *, *,  Prof-specialty
>=58,  Doctorate, *, *,  Exec-managerial
<58,  Bachelors, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Sales
<38,  HS-grad, *, *,  Sales
<38,  Prof-school, *, *,  Prof-specialty
<28,  Some-college, *, *,  Other-service
>=58,  HS-grad, *, *,  Craft-repair
>=58,  Assoc-voc, *, *,  Exec-managerial
<48,  Masters, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Machine-op-inspct
<58,  HS-grad, *, *,  Exec-managerial
<48,  Prof-school, *, *,  Adm-clerical
<28,  10th, *, *,  Exec-managerial
<58,  Some-college, *, *,  Craft-repair
<48,  Masters, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Transport-moving
<28,  Some-college, *, *,  Adm-clerical
<48,  Masters, *, *,  Sales
<48,  Some-college, *, *,  Prof-specialty
<28,  Some-college, *, *,  Handlers-cleaners
<48,  Some-college, *, *,  Exec-managerial
<38,  Prof-school, *, *,  Prof-specialty
<58,  Bachelors, *, *,  Adm-clerical
<28,  HS-grad, *, *,  Handlers-cleaners
>=58,  HS-grad, *, *,  Other-service
<38,  12th, *, *,  Other-service
<38,  HS-grad, *, *,  Protective-serv
<28,  HS-grad, *, *,  Craft-repair
<38,  Assoc-acdm, *, *,  Machine-op-inspct
<48,  HS-grad, *, *,  Sales
<58,  Bachelors, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Sales
<38,  Bachelors, *, *,  Sales
<48,  Bachelors, *, *,  Other-service
>=58,  HS-grad, *, *,  Sales
<48,  Some-college, *, *,  Machine-op-inspct
<48,  10th, *, *,  Craft-repair
<58,  7th-8th, *, *,  Machine-op-inspct
>=58,  Some-college, *, *,  Other-service
<38,  12th, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  Other-service
<38,  HS-grad, *, *,  Sales
<28,  5th-6th, *, *,  Farming-fishing
<58,  HS-grad, *, *,  Sales
<48,  HS-grad, *, *,  Machine-op-inspct
>=58,  Some-college, *, *,  Sales
<38,  HS-grad, *, *,  Exec-managerial
<38,  9th, *, *,  Machine-op-inspct
<28,  HS-grad, *, *,  Sales
<48,  Bachelors, *, *,  Sales
<58,  Bachelors, *, *,  Sales
<38,  7th-8th, *, *,  Craft-repair
<48,  Bachelors, *, *,  Exec-managerial
<28,  Bachelors, *, *,  ?
<48,  10th, *, *,  Machine-op-inspct
>=58,  HS-grad, *, *,  Prof-specialty
<38,  Assoc-acdm, *, *,  Handlers-cleaners
>=58,  7th-8th, *, *,  ?
<58,  Bachelors, *, *,  Sales
>=58,  HS-grad, *, *,  Other-service
<28,  Some-college, *, *,  Adm-clerical
<38,  Some-college, *, *,  Craft-repair
<38,  Bachelors, *, *,  Farming-fishing
>=58,  Bachelors, *, *,  Craft-repair
<38,  Bachelors, *, *,  Sales
>=58,  11th, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Other-service
<28,  Some-college, *, *,  Craft-repair
<48,  Bachelors, *, *,  Adm-clerical
<58,  Prof-school, *, *,  Sales
<48,  Bachelors, *, *,  Farming-fishing
>=58,  10th, *, *,  Transport-moving
<48,  Bachelors, *, *,  Sales
<38,  HS-grad, *, *,  ?
<48,  7th-8th, *, *,  Machine-op-inspct
<48,  Bachelors, *, *,  Exec-managerial
<58,  Some-college, *, *,  ?
<58,  1st-4th, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  Other-service
<38,  7th-8th, *, *,  Craft-repair
<48,  HS-grad, *, *,  Craft-repair
<38,  Some-college, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Exec-managerial
<28,  Some-college, *, *,  ?
<38,  Some-college, *, *,  Other-service
<48,  Some-college, *, *,  Other-service
<38,  HS-grad, *, *,  Handlers-cleaners
<28,  9th, *, *,  Machine-op-inspct
<48,  Bachelors, *, *,  Prof-specialty
<58,  Some-college, *, *,  Sales
<28,  Assoc-voc, *, *,  Sales
>=58,  HS-grad, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Sales
<48,  Bachelors, *, *,  Exec-managerial
<58,  11th, *, *,  Adm-clerical
<28,  Some-college, *, *,  Sales
<48,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Handlers-cleaners
<58,  HS-grad, *, *,  Craft-repair
<48,  Assoc-voc, *, *,  ?
<48,  Bachelors, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Craft-repair
<28,  HS-grad, *, *,  Handlers-cleaners
<48,  Assoc-acdm, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Craft-repair
<48,  HS-grad, *, *,  Transport-moving
<38,  Some-college, *, *,  Adm-clerical
<38,  Assoc-acdm, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Tech-support
<38,  HS-grad, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Prof-specialty
<28,  HS-grad, *, *,  ?
>=58,  10th, *, *,  Other-service
<48,  Masters, *, *,  Exec-managerial
<38,  10th, *, *,  Craft-repair
<38,  HS-grad, *, *,  Craft-repair
<58,  Bachelors, *, *,  Prof-specialty
>=58,  Some-college, *, *,  Adm-clerical
<38,  Masters, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Craft-repair
>=58,  HS-grad, *, *,  Craft-repair
<48,  Bachelors, *, *,  Exec-managerial
<28,  Some-college, *, *,  Transport-moving
<38,  Doctorate, *, *,  Prof-specialty
<48,  Some-college, *, *,  Farming-fishing
<48,  HS-grad, *, *,  Other-service
<28,  Prof-school, *, *,  Adm-clerical
<28,  HS-grad, *, *,  Other-service
<38,  5th-6th, *, *,  Other-service
<38,  Some-college, *, *,  Farming-fishing
<38,  Assoc-acdm, *, *,  Craft-repair
<58,  11th, *, *,  Craft-repair
<38,  11th, *, *,  Exec-managerial
>=58,  7th-8th, *, *,  ?
>=58,  Bachelors, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Exec-managerial
<28,  Some-college, *, *,  Tech-support
<28,  HS-grad, *, *,  Transport-moving
>=58,  HS-grad, *, *,  ?
<28,  Some-college, *, *,  Other-service
<28,  Some-college, *, *,  Sales
<38,  Assoc-acdm, *, *,  Adm-clerical
<58,  11th, *, *,  Craft-repair
>=58,  HS-grad, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Other-service
<38,  HS-grad, *, *,  Adm-clerical
<58,  Bachelors, *, *,  Exec-managerial
<28,  Some-college, *, *,  Sales
>=58,  HS-grad, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Handlers-cleaners
<48,  Assoc-acdm, *, *,  Adm-clerical
<38,  Some-college, *, *,  Sales
<58,  Bachelors, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Farming-fishing
<28,  Bachelors, *, *,  Prof-specialty
<48,  11th, *, *,  Transport-moving
>=58,  12th, *, *,  Sales
<48,  Some-college, *, *,  Protective-serv
<48,  Some-college, *, *,  Tech-support
<28,  Some-college, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Adm-clerical
<38,  Assoc-acdm, *, *,  Tech-support
<38,  Some-college, *, *,  Craft-repair
<48,  Some-college, *, *,  Transport-moving
>=58,  Masters, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Adm-clerical
<38,  Some-college, *, *,  Farming-fishing
>=58,  Some-college, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Prof-specialty
>=58,  Bachelors, *, *,  Adm-clerical
<38,  12th, *, *,  ?
<28,  HS-grad, *, *,  Tech-support
<38,  HS-grad, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Craft-repair
<28,  HS-grad, *, *,  Handlers-cleaners
<58,  HS-grad, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  Adm-clerical
<48,  Bachelors, *, *,  Exec-managerial
>=58,  HS-grad, *, *,  ?
<38,  HS-grad, *, *,  Craft-repair
<28,  HS-grad, *, *,  Other-service
<58,  HS-grad, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Other-service
<48,  Assoc-voc, *, *,  Sales
<28,  Some-college, *, *,  Adm-clerical
<48,  11th, *, *,  Machine-op-inspct
<28,  Assoc-voc, *, *,  Adm-clerical
<38,  5th-6th, *, *,  Craft-repair
<38,  HS-grad, *, *,  Craft-repair
<38,  Bachelors, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Farming-fishing
<38,  Some-college, *, *,  ?
<38,  HS-grad, *, *,  Adm-clerical
<58,  HS-grad, *, *,  Craft-repair
<28,  11th, *, *,  Handlers-cleaners
<28,  Bachelors, *, *,  Prof-specialty
<38,  Assoc-voc, *, *,  Adm-clerical
<28,  Some-college, *, *,  Adm-clerical
<48,  HS-grad, *, *,  Adm-clerical
<38,  Masters, *, *,  Exec-managerial
<58,  Bachelors, *, *,  Sales
<28,  11th, *, *,  Priv-house-serv
<38,  10th, *, *,  Other-service
<38,  Some-college, *, *,  Exec-managerial
<28,  Some-college, *, *,  Adm-clerical
<58,  Bachelors, *, *,  Exec-managerial
<48,  11th, *, *,  Machine-op-inspct
<38,  Bachelors, *, *,  Exec-managerial
<48,  Prof-school, *, *,  Prof-specialty
>=58,  HS-grad, *, *,  Exec-managerial
<48,  Prof-school, *, *,  Prof-specialty
<28,  Some-college, *, *,  ?
<28,  HS-grad, *, *,  Other-service
<48,  HS-grad, *, *,  Tech-support
<48,  10th, *, *,  Craft-repair
<28,  Some-college, *, *,  Craft-repair
<38,  10th, *, *,  Transport-moving
<48,  Bachelors, *, *,  Sales
<48,  HS-grad, *, *,  Craft-repair
<38,  HS-grad, *, *,  Adm-clerical
<38,  9th, *, *,  Machine-op-inspct
<38,  Bachelors, *, *,  Exec-managerial
<48,  Assoc-voc, *, *,  Craft-repair
<48,  Assoc-voc, *, *,  Craft-repair
<48,  HS-grad, *, *,  Machine-op-inspct
<48,  10th, *, *,  Transport-moving
<48,  HS-grad, *, *,  Sales
<58,  HS-grad, *, *,  ?
<48,  Bachelors, *, *,  Farming-fishing
<58,  Doctorate, *, *,  Prof-specialty
<48,  Doctorate, *, *,  Prof-specialty
<28,  Some-college, *, *,  Other-service
<48,  Bachelors, *, *,  Prof-specialty
<38,  Assoc-voc, *, *,  Farming-fishing
<28,  HS-grad, *, *,  Other-service
>=58,  Prof-school, *, *,  Prof-specialty
<58,  Bachelors, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Machine-op-inspct
<38,  Bachelors, *, *,  Exec-managerial
<58,  HS-grad, *, *,  Transport-moving
<48,  Some-college, *, *,  Craft-repair
>=58,  HS-grad, *, *,  Craft-repair
>=58,  HS-grad, *, *,  ?
<28,  11th, *, *,  Farming-fishing
<48,  5th-6th, *, *,  Adm-clerical
<48,  Some-college, *, *,  Exec-managerial
<38,  Assoc-voc, *, *,  Machine-op-inspct
<58,  Some-college, *, *,  Exec-managerial
<38,  Assoc-acdm, *, *,  Sales
<48,  9th, *, *,  Handlers-cleaners
<48,  Masters, *, *,  Exec-managerial
<38,  Some-college, *, *,  Machine-op-inspct
<48,  HS-grad, *, *,  Machine-op-inspct
<38,  Bachelors, *, *,  Sales
<58,  Some-college, *, *,  Craft-repair
>=58,  Some-college, *, *,  Craft-repair
<48,  HS-grad, *, *,  Exec-managerial
<28,  Some-college, *, *,  Sales
<48,  Bachelors, *, *,  Exec-managerial
<48,  Some-college, *, *,  Exec-managerial
<28,  Some-college, *, *,  Other-service
<38,  HS-grad, *, *,  Adm-clerical
<48,  Assoc-voc, *, *,  Other-service
<48,  Bachelors, *, *,  Prof-specialty
<38,  5th-6th, *, *,  Farming-fishing
<28,  Assoc-acdm, *, *,  Other-service
<48,  Assoc-acdm, *, *,  Prof-specialty
<58,  Masters, *, *,  Sales
<48,  Some-college, *, *,  Sales
<28,  Some-college, *, *,  Transport-moving
<58,  Bachelors, *, *,  Tech-support
<28,  10th, *, *,  Sales
<38,  HS-grad, *, *,  Machine-op-inspct
<38,  HS-grad, *, *,  Sales
<58,  HS-grad, *, *,  Other-service
<58,  HS-grad, *, *,  Transport-moving
<48,  HS-grad, *, *,  Craft-repair
>=58,  HS-grad, *, *,  Craft-repair
<58,  HS-grad, *, *,  Craft-repair
<48,  Bachelors, *, *,  ?
<28,  Some-college, *, *,  Prof-specialty
<28,  HS-grad, *, *,  Handlers-cleaners
<48,  Some-college, *, *,  Craft-repair
<38,  10th, *, *,  Other-service
>=58,  Masters, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Exec-managerial
<38,  Preschool, *, *,  Farming-fishing
<58,  12th, *, *,  Craft-repair
<58,  HS-grad, *, *,  Sales
<38,  Bachelors, *, *,  Exec-managerial
<48,  Assoc-voc, *, *,  Sales
<48,  Bachelors, *, *,  Prof-specialty
<28,  Assoc-acdm, *, *,  Adm-clerical
<28,  HS-grad, *, *,  ?
<58,  Bachelors, *, *,  Prof-specialty
<48,  Some-college, *, *,  Machine-op-inspct
<28,  Some-college, *, *,  ?
<28,  Some-college, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Sales
<28,  HS-grad, *, *,  ?
<48,  HS-grad, *, *,  Craft-repair
<58,  7th-8th, *, *,  Other-service
<38,  HS-grad, *, *,  Transport-moving
<28,  11th, *, *,  Prof-specialty
<38,  Bachelors, *, *,  Adm-clerical
<28,  Bachelors, *, *,  Prof-specialty
<48,  Masters, *, *,  Exec-managerial
<58,  7th-8th, *, *,  Machine-op-inspct
<48,  Bachelors, *, *,  Prof-specialty
<58,  Some-college, *, *,  Sales
>=58,  10th, *, *,  Exec-managerial
<38,  HS-grad, *, *,  Transport-moving
<28,  Bachelors, *, *,  Prof-specialty
<28,  Some-college, *, *,  Other-service
<48,  Bachelors, *, *,  Prof-specialty
<38,  Some-college, *, *,  Exec-managerial
<28,  11th, *, *,  Sales
<48,  HS-grad, *, *,  Machine-op-inspct
<38,  Bachelors, *, *,  Sales
<48,  Masters, *, *,  Exec-managerial
>=58,  Assoc-voc, *, *,  Tech-support
<38,  7th-8th, *, *,  Handlers-cleaners
<28,  HS-grad, *, *,  Sales
<48,  Masters, *, *,  Prof-specialty
<48,  HS-grad, *, *,  Craft-repair
<58,  Bachelors, *, *,  Exec-managerial
<38,  HS-grad, *, *,  ?
<48,  HS-grad, *, *,  Machine-op-inspct
<28,  Bachelors, *, *,  Exec-managerial
<38,  Assoc-voc, *, *,  Prof-specialty
>=58,  9th, *, *,  Other-service
<38,  Some-college, *, *,  Adm-clerical
<38,  Assoc-voc, *, *,  Prof-specialty
<38,  HS-grad, *, *,  Other-service
<28,  Bachelors, *, *,  Exec-managerial
<28,  Some-college, *, *,  Other-service
<28,  11th, *, *,  Other-service
<38,  Some-college, *, *,  Craft-repair
<28,  HS-grad, *, *,  Handlers-cleaners
<28,  Masters, *, *,  Prof-specialty
<48,  Bachelors, *, *,  Tech-support
<38,  Bachelors, *, *,  Prof-specialty
<48,  Prof-school, *, *,  Craft-repair
<48,  HS-grad, *, *,  Exec-managerial
<38,  Bachelors, *, *,  Exec-managerial
<38,  Doctorate, *, *,  Exec-managerial
<28,  Some-college, *, *,  Adm-clerical
<28,  Masters, *, *,  Protective-serv
<38,  Some-college, *, *,  Transport-moving
<28,  Some-college, *, *,  Sales
<58,  HS-grad, *, *,  Sales
<58,  9th, *, *,  Craft-repair
<28,  HS-grad, *, *,  Adm-clerical
<38,  Some-college, *, *,  Tech-support
<48,  HS-grad, *, *,  Exec-managerial
>=58,  Bachelors, *, *,  Prof-specialty
<28,  Some-college, *, *,  ?
<48,  HS-grad, *, *,  Craft-repair
<58,  Bachelors, *, *,  Protective-serv
<58,  HS-grad, *, *,  Other-service
<38,  HS-grad, *, *,  Craft-repair
>=58,  Some-college, *, *,  Craft-repair
<48,  10th, *, *,  Craft-repair
<58,  Some-college, *, *,  Exec-managerial
<28,  HS-grad, *, *,  Handlers-cleaners
<38,  HS-grad, *, *,  Machine-op-inspct
<38,  Some-college, *, *,  Adm-clerical
<28,  HS-grad, *, *,  Handlers-cleaners
<28,  10th, *, *,  Other-service
<48,  HS-grad, *, *,  Machine-op-inspct
<48,  Some-college, *, *,  Sales
<38,  HS-grad, *, *,  ?
<38,  10th, *, *,  Farming-fishing
>=58,  12th, *, *,  Transport-moving
<28,  Some-college, *, *,  Other-service
<28,  HS-grad, *, *,  Other-service
<58,  Doctorate, *, *,  Exec-managerial
>=58,  HS-grad, *, *,  Adm-clerical
<38,  Assoc-acdm, *, *,  Exec-managerial
<48,  HS-grad, *, *,  Craft-repair
<38,  Masters, *, *,  Sales
<48,  Assoc-voc, *, *,  Farming-fishing
<48,  Bachelors, *, *,  Sales
